100000999999,18041032
100001799999,510029
100002499999,1380079
100003799999,650037
100004599999,490028
100005799999,540031
100006699999,330019
100007799999,560032
100008799999,440025
100009899999,880050
100011199999,440025
100011399999,390023
100012499999,1410080
100013999999,600035
100014499999,510029
100015499999,270015
100016299999,730042
100017499999,350020
100018199999,680039
100019299999,460026
100020699999,450026
100021099999,400023
100022099999,450026
100023199999,220012
100024199999,450026
100025099999,1440082
100025999999,130008
100026499999,470027
100027499999,360020
100028499999,190011
100028799999,300017
100030599999,260015
100031699999,1010058
100032299999,470027
100033599999,1080062
100035299999,440025
100036399999,440025
100037299999,470027
100038299999,200011
100038799999,310018
100039499999,720041
100040599999,350020
100041699999,190011
100042499999,220013
100043499999,230013
100044399999,290016
100045499999,590034
100045999999,220013
100047099999,220012
100047999999,350020
100048699999,210012
100049899999,720042
100050299999,580033
100051499999,870050
100052199999,240013
100053199999,1100063
100054199999,220013
100055399999,450026
100056399999,350020
100057799999,600034
100058899999,310018
100059499999,320018
100060599999,470027
100061499999,500028
100062299999,570033
100062799999,540031
100063799999,680039
100064999999,340019
100065999999,450026
100067399999,440025
100068499999,880050
100070199999,370022
100070999999,480027
100071799999,440025
100072899999,270016
100073899999,370021
100074899999,200011
100075799999,490028
100076299999,400023
100077599999,470027
100078699999,440025
100080099999,300017
100081099999,470027
100081999999,510029
100082699999,430025
100083999999,630036
100084899999,520030
100085899999,230013
100086599999,470027
100087199999,310018
100088199999,280016
100089499999,840048
100090399999,240013
100091299999,360021
100092999999,430025
100093699999,460026
100094799999,340019
100095699999,380022
100097199999,370021
100097899999,540031
100098999999,130008
100099299999,240013
100100799999,200012
100101499999,220012
100102599999,210012
100103499999,230013
100104499999,290017
100105499999,150009
100106399999,760043
100107699999,1640094
100108299999,730042
100109199999,810046
100110799999,190011
100111299999,760043
100112399999,550032
100113599999,350020
100114499999,940054
100115399999,890051
100116399999,440025
100117399999,1080061
100117999999,850049
100119199999,430025
100120399999,270015
100120999999,570033
100122499999,230013
100122699999,230013
100123599999,400023
100123999999,450026
100125199999,550031
100126199999,440025
100126499999,230013
100128199999,800046
100128599999,670039
100129999999,450025
100130999999,1230071
100131899999,630036
100133099999,470027
100133699999,640036
100134399999,100006
100135399999,330019
100136399999,360020
100136999999,250015
100138299999,290016
100138799999,680039
100139899999,240014
100141099999,380022
100141899999,630036
100142899999,640036
100143899999,450026
100145199999,440025
100145599999,770044
100146599999,640037
100148199999,480027
100148499999,300017
100149599999,470027
100150899999,600035
100151899999,410023
100152799999,370021
100153199999,430025
100154599999,530030
100155599999,230013
100156599999,530031
100157299999,470026
100158999999,430025
100159899999,320018
100160399999,610035
100162199999,240014
100162399999,410023
100163799999,300018
100164599999,260014
100165699999,350021
100166699999,400022
100167499999,550032
100168399999,630036
100169899999,290016
100170799999,1020059
100171799999,620035
100172899999,550032
100173599999,940054
100174899999,3010172
100178899999,280016
100179599999,530030
100180499999,860049
100181899999,290017
100182899999,270015
100183599999,1080062
100184899999,420024
100185099999,360021
100186199999,420024
100186499999,220012
100187799999,440025
100188599999,360021
100190099999,620035
100190999999,500029
100191899999,320018
100192899999,370022
100193799999,290016
100194899999,350020
100195999999,290017
100196699999,450025
100197699999,350020
100198699999,320019
100199799999,250014
100200699999,210012
100201599999,220013
100202299999,260015
100203799999,400022
100204699999,350020
100205299999,740043
100206499999,500028
100207799999,490028
100208399999,890051
100208999999,360021
100210299999,390022
100211799999,310018
100212199999,460026
100212999999,310018
100214199999,340019
100215099999,1070062
100216099999,380021
100217299999,1300075
100218299999,320018
100219899999,200011
100220399999,590034
100221099999,300017
100222099999,230014
100223099999,220012
100223899999,790045
100224899999,710041
100226599999,310018
100226899999,340019
100227699999,320018
100229299999,380022
100230599999,400023
100231499999,580033
100233299999,410024
100234299999,560032
100235299999,1250071
100237099999,330019
100237999999,430025
100238699999,370021
100239899999,290016
100240899999,350020
100241999999,250015
100242799999,420024
100243799999,230013
100245099999,320018
100246199999,270016
100247299999,590033
100247599999,330019
100248899999,590034
100249599999,1130065
100250899999,560032
100252099999,530030
100252799999,330019
100253799999,240014
100254499999,320018
100255599999,260015
100255999999,340019
100256899999,390023
100258499999,210012
100259099999,370021
100260399999,1200068
100261099999,200012
100261799999,230013
100262599999,330019
100263499999,550031
100264799999,230013
100265299999,260015
100266799999,420024
100267399999,300018
100268499999,250014
100269399999,230013
100270599999,440025
100271499999,210012
100272399999,590034
100274299999,420024
100274399999,440025
100275399999,500029
100277199999,440025
100277899999,890051
100279099999,410023
100279499999,200012
100280499999,250014
100281399999,340019
100282599999,980056
100282999999,820047
100283699999,490028
100284699999,270016
100286099999,770044
100287199999,230013
100287999999,990057
100288599999,330019
100289999999,330018
100290499999,250015
100291499999,350020
100292599999,370021
100293099999,280016
100293799999,210012
100295099999,510029
100296299999,410024
100297499999,550031
100298399999,430025
100298999999,460026
100300099999,450026
100301299999,200011
100302199999,430025
100303199999,720041
100304199999,490028
100305499999,430025
100305899999,260014
100307499999,910052
100308599999,410024
100309699999,420024
100310599999,150009
100311099999,300017
100312099999,290016
100312999999,160009
100314399999,220013
100315099999,230013
100316399999,210012
100317399999,250014
100318399999,350020
100319299999,410024
100319599999,430025
100321299999,570032
100322499999,670038
100324199999,490028
100324499999,490029
100325799999,380021
100326799999,540031
100327999999,110006
100328299999,500029
100329899999,340019
100330999999,170010
100331999999,240014
100332899999,200011
100333399999,230014
100334499999,220012
100335299999,220013
100336599999,640036
100337599999,370021
100338499999,220013
100339399999,260015
100340399999,390022
100341299999,1510087
100341799999,430024
100343199999,910052
100344599999,760044
100345499999,1930110
100346599999,600034
100346999999,350020
100348299999,350020
100349599999,410024
100350299999,540031
100351599999,1340076
100352099999,530031
100353399999,440025
100354199999,450026
100355899999,940053
100356799999,620036
100357599999,230013
100358199999,790045
100359799999,670039
100360499999,690039
100361399999,220013
100362999999,540031
100363999999,200011
100364399999,220013
100365399999,330018
100366199999,340020
100367899999,370021
100368699999,740042
100369799999,470027
100371299999,810047
100371999999,220012
100373499999,430025
100373999999,190011
100375099999,410023
100376299999,720041
100376999999,240014
100378699999,320018
100378999999,330019
100380199999,330019
100380999999,210012
100381899999,240014
100383599999,250014
100384399999,220013
100385499999,210012
100385999999,250014
100387399999,410023
100389499999,240014
100389899999,210012
100391399999,570033
100392299999,450026
100393199999,190010
100393799999,350020
100394999999,320019
100395799999,230013
100396799999,520030
100397899999,480027
100398199999,1090062
100399799999,480028
100400399999,430024
100401999999,350020
100402799999,240014
100403999999,650037
100404899999,1010058
100405999999,410024
100406899999,580033
100407499999,220012
100408799999,350020
100409599999,250015
100410799999,630036
100411999999,470027
100413399999,620035
100414199999,250014
100414599999,200012
100415899999,390022
