100000799999,18361050
100001399999,510029
100002799999,1340077
100003399999,570032
100003999999,390022
100005199999,430025
100006299999,660038
100007599999,530030
100008299999,370021
100009499999,950055
100010299999,490028
100011699999,370021
100012399999,1310075
100013399999,480027
100014399999,730042
100015399999,280016
100016499999,750043
100017699999,300017
100018599999,700040
100019099999,420024
100020199999,470027
100021799999,530030
100022399999,450026
100023899999,450026
100024599999,1200068
100025699999,480028
100026399999,460026
100027399999,370021
100028699999,200012
100029099999,230013
100030299999,220013
100031199999,790045
100031899999,420024
100032799999,1450083
100035099999,340019
100036199999,450026
100037099999,550031
100037599999,240014
100039299999,280016
100039699999,730042
100041299999,530030
100042399999,220013
100043699999,220012
100044599999,340020
100045699999,560032
100046499999,330019
100047699999,440025
100048299999,230013
100049999999,730042
100050599999,550031
100051399999,880051
100052399999,240013
100053299999,1100063
100054299999,220013
100055299999,340019
100056199999,210012
100056899999,360021
100058199999,480027
100058599999,330019
100060299999,310018
100060699999,470027
100061599999,510029
100061899999,560032
100063099999,690039
100064599999,560032
100065499999,310018
100065899999,470027
100067299999,410024
100068199999,350020
100069099999,530030
100069899999,380022
100071099999,510029
100071899999,390022
100073199999,320018
100074299999,530031
100075299999,510029
100076499999,420024
100077899999,440025
100078799999,430025
100079799999,290016
100080799999,540031
100081899999,480028
100082999999,390022
100083799999,650037
100085099999,630036
100086099999,460026
100087099999,320019
100088099999,270015
100089099999,820047
100090099999,250014
100091099999,340020
100092099999,350020
100093099999,240014
100093899999,460026
100095099999,320018
100095399999,400023
100096799999,400023
100098199999,660038
100100099999,220012
100100899999,220013
100101999999,200011
100102299999,220013
100103599999,340019
100104799999,240014
100105799999,260015
100106799999,690039
100107399999,1530088
100108499999,700040
100109599999,820047
100110299999,200011
100111799999,780045
100112499999,530030
100113299999,390023
100114399999,920052
100115099999,880051
100115999999,370021
100117199999,1110063
100117799999,910052
100119099999,400023
100120299999,290017
100120899999,550031
100122299999,240014
100122799999,590034
100124099999,480027
100124999999,600034
100125699999,420024
100127099999,200012
100127899999,830047
100129199999,620036
100129899999,480027
100131199999,1200069
100132099999,630036
100132399999,520030
100134199999,640036
100135199999,410024
100136299999,360020
100137099999,230013
100137599999,340020
100139299999,770044
100140299999,320018
100141399999,540031
100142299999,890051
100143299999,420024
100144399999,480028
100145399999,680038
100146499999,740043
100147999999,470027
100148299999,310017
100149899999,470027
100150999999,580033
100151799999,420024
100152699999,410024
100153899999,510029
100154799999,430025
100156199999,200011
100156799999,570033
100157999999,430024
100158399999,460027
100159599999,320018
100160699999,600034
100162099999,230013
100162599999,430025
100163899999,320018
100164899999,230013
100165899999,450026
100166799999,380022
100168299999,520030
100168599999,580033
100169799999,310018
100170699999,1000057
100171899999,620035
100172799999,510029
100173299999,600035
100174299999,980056
100174999999,470027
100175799999,220012
100176599999,440025
